date,oil_rate
2023-01-01,799.0507563757689
2023-01-02,826.9235731470965
2023-01-03,785.4522474711434
2023-01-04,768.2379445709425
2023-01-05,767.337250731459
2023-01-06,768.8822888488423
2023-01-07,780.8517894647304
2023-01-08,785.209938964792
2023-01-09,753.785922079173
2023-01-10,761.9605258268164
2023-01-11,775.2328887804467
2023-01-12,767.3366994335836
2023-01-13,754.825043500589
2023-01-14,747.5673412272356
2023-01-15,729.0324898022657
2023-01-16,732.4983990070987
2023-01-17,777.38977476832
2023-01-18,708.0907861854324
2023-01-19,753.8871197297376
2023-01-20,724.5696264495404
2023-01-21,723.3926069447017
2023-01-22,713.1242497424732
2023-01-23,718.8218237640242
2023-01-24,703.7348877506571
2023-01-25,723.5316695567595
2023-01-26,715.0322071249451
2023-01-27,722.9775404314279
2023-01-28,686.910734984064
2023-01-29,705.633153083359
2023-01-30,670.3502952682484
2023-01-31,702.8202355664695
2023-02-01,690.1810126446451
2023-02-02,666.8497730130567
2023-02-03,653.0133692343403
2023-02-04,677.9661923028518
2023-02-05,677.6104688573694
2023-02-06,687.2540855964769
2023-02-07,660.7467390488605
2023-02-08,663.392824779122
2023-02-09,648.9667623536224
2023-02-10,692.0469496041702
2023-02-11,666.0710974790042
2023-02-12,656.3389910776607
2023-02-13,652.9617440156029
2023-02-14,658.3636545632122
2023-02-15,630.4106253185345
2023-02-16,658.6666217659755
2023-02-17,613.6690770466139
2023-02-18,636.5075939738077
2023-02-19,608.3221127872836
2023-02-20,644.680243974859
2023-02-21,649.369675519077
2023-02-22,625.1003351138274
2023-02-23,624.7454794833607
2023-02-24,614.8621268093626
2023-02-25,583.2066837691901
2023-02-26,584.8100769275975
2023-02-27,594.6052187539018
2023-02-28,615.7940544679153
2023-03-01,594.6390767872548
2023-03-02,601.6101297749456
2023-03-03,609.934101794911
2023-03-04,620.0213148335963
2023-03-05,611.6462917197067
2023-03-06,583.9789322848272
2023-03-07,573.8733459309695
2023-03-08,605.3636145104551
2023-03-09,573.2400656056859
2023-03-10,594.1706693691789
2023-03-11,580.8010653335186
2023-03-12,545.0715857146059
2023-03-13,588.1013133054862
2023-03-14,558.6807101789814
2023-03-15,568.3644364860751
2023-03-16,591.13360177675
2023-03-17,581.6991733785582
2023-03-18,579.6771771979024
2023-03-19,571.387468771013
2023-03-20,568.1998700154531
2023-03-21,563.5245115689722
2023-03-22,549.4962726976936
2023-03-23,546.2759180294345
2023-03-24,534.1434139129536
2023-03-25,528.0230198651789
2023-03-26,571.2447364424902
2023-03-27,544.8869416395706
2023-03-28,521.2030906293455
2023-03-29,525.0913228796437
2023-03-30,527.9882616637573
2023-03-31,535.6941087129785
2023-04-01,552.0569971753911
2023-04-02,534.5026008354325
2023-04-03,519.6000305807363
2023-04-04,521.4462623172094
2023-04-05,518.2674947191214
2023-04-06,560.2076772399876
2023-04-07,510.70608765033126
2023-04-08,528.899515681664
2023-04-09,512.5399669485219
2023-04-10,529.8532412504189
2023-04-11,516.2166638338603
2023-04-12,497.0486599211156
2023-04-13,536.0595150312872
2023-04-14,483.46107968075006
2023-04-15,481.73069442061217
2023-04-16,515.723626451911
2023-04-17,493.7027609358357
2023-04-18,514.3316485600475
2023-04-19,498.3923640251337
2023-04-20,475.13551792912455
2023-04-21,482.8745368156226
2023-04-22,531.7457386531424
2023-04-23,504.87578864147963
2023-04-24,477.41127505585416
2023-04-25,518.3547864898302
2023-04-26,489.0922485824677
2023-04-27,462.7586865676841
2023-04-28,483.0596443204951
2023-04-29,490.81960924723774
2023-04-30,470.6442796015358
2023-05-01,480.67094415586945
2023-05-02,442.9901859123608
2023-05-03,487.52916453408807
2023-05-04,453.7027221812734
2023-05-05,477.4727010669033
2023-05-06,454.6794304194347
2023-05-07,449.71532958701357
2023-05-08,464.59900389459585
2023-05-09,472.46231924917186
2023-05-10,470.0845283616331
2023-05-11,479.7136845571543
2023-05-12,458.1754836587582
2023-05-13,444.2195354241125
2023-05-14,435.57725556007495
2023-05-15,438.3883182215692
2023-05-16,432.5079384387719
2023-05-17,451.2269504227824
2023-05-18,433.78919965202687
2023-05-19,451.2641539165683
